epoch,episode_return_mean,episode_return_median,avg_epoch_reward,avg_green_reward,avg_wait_reward,carbon_cost_mean,latency_mean,policy_loss_clipped,policy_loss_unclipped,entropy,approx_kl,clip_fraction,value_loss,explained_variance,adv_mean,adv_std,validation_avg_total_reward,validation_avg_green_reward,validation_avg_wait_reward,validation_std_total_reward,validation_median_total_reward,validation_avg_episode_length
88,-4.4502169179564826,-4.450216917956487,-4.450216917956487,-4.444478915781125,-28.690010876809442,-4.444478915781129,-28.690010876809442,-0.001481567049938205,-0.001481567049938205,1.4640186805474131,0.00418147017128496,0.03780134473192064,3.4032311361086998,0.7610266663526234,0.2597258985042572,1.4060513973236084,,,,,,
89,-4.649268870061179,-4.649268870061179,-4.649268870061179,-4.6440483099256795,-26.102800677506412,-4.644048309925669,-26.102800677506412,-0.0035094055007599914,-0.0035094055007599914,1.5331933432155185,0.005578496098880553,0.02678475381496052,4.777640955315696,0.7714221614102522,-0.010654297657310963,1.6705063581466675,,,,,,
90,-4.939785613589422,-4.939785613589411,-4.939785613589411,-4.933573011957929,-31.063008157406372,-4.933573011957935,-31.063008157406372,-0.004638864236001514,-0.004638864236001514,1.4685431044352681,0.003432815329640442,0.024689555903406518,4.775335870291057,0.7858068060718084,0.1569637954235077,1.5162465572357178,,,,,,
91,-4.642749934943084,-4.642749934943089,-4.642749934943089,-4.636689254745298,-30.303400988953516,-4.636689254745303,-30.303400988953516,-0.013865882074337844,-0.013865882074337844,1.4422024951169365,0.005208924981400885,0.06047491778276468,4.020766583124273,0.8381557295981207,-0.28049951791763306,1.4301613569259644,,,,,,
92,-4.783966978011109,-4.783966978011109,-4.783966978011109,-4.778444860000607,-27.610590052501717,-4.778444860000605,-27.610590052501717,-0.003968580174841918,-0.003968580174841918,1.4245062798261643,0.00472463624264492,0.042748658981872724,4.2974612474441525,0.8014234572649002,-0.5558934211730957,1.4904719591140747,,,,,,
93,-4.65856601342169,-4.658566013421682,-4.658566013421682,-4.651771728403865,-33.971425089065626,-4.651771728403859,-33.971425089065626,-0.0029126521811122076,-0.0029126521811122076,1.4505694895982741,0.0027167737938725623,0.03092127525014803,4.552528417110443,0.7128239262849092,0.06243104115128517,1.5004940032958984,,,,,,
94,-4.9498087018343,-4.949808701834313,-4.949808701834313,-4.943719692658258,-30.44504588027708,-4.943719692658251,-30.44504588027708,-0.003471898472136153,-0.003471898472136153,1.4087436064368202,0.0044168982447098685,0.031833037323806254,4.004708126896904,0.7819401469259035,-0.3313276469707489,1.385183334350586,,,,,,
95,-4.532252299102367,-4.53225229910236,-4.53225229910236,-4.526356931252564,-29.476839248988213,-4.526356931252564,-29.476839248988213,-0.0027853118983330203,-0.0027853118983330203,1.4355050526559352,0.003852937709325488,0.02106091729947366,3.8712070897221564,0.778833969309926,0.08651331067085266,1.3637365102767944,,,,,,
96,-4.168935746967974,-4.168935746967972,-4.168935746967972,-4.1621587264868865,-33.885102405429684,-4.162158726486893,-33.885102405429684,-0.003515445111718561,-0.003515445111718561,1.4028800165369397,0.0026762728968952572,0.04500273153895423,2.980864248105458,0.7861392419962656,0.27669715881347656,1.1833409070968628,,,,,,
97,-4.79604229336893,-4.796042293368923,-4.796042293368923,-4.789228233081662,-34.07030143629641,-4.789228233081656,-34.07030143629641,-0.0050209750243950454,-0.0050209750243950454,1.4135336450168066,0.003474739408938192,0.019107187166810036,5.223523794185548,0.8051860485048521,-0.3648974299430847,1.5263055562973022,,,,,,
98,-4.852118506908311,-4.852118506908307,-4.852118506908307,-4.84547915205898,-33.19677424663058,-4.845479152058988,-33.19677424663058,-0.003156550572020933,-0.003156550572020933,1.3625264555215835,0.005221811432056711,0.03162212172173895,4.547625736892224,0.8044761288911104,-0.019680719822645187,1.5368493795394897,,,,,,
99,-5.075514394970529,-5.075514394970536,-5.075514394970536,-5.069892217438429,-28.110887660519165,-5.069892217438437,-28.110887660519165,-0.0019452657354783944,-0.0019452657354783944,1.3894226015968756,0.0037379396971201377,0.015881306555291467,5.09340291808952,0.8773580461063168,-0.05725909397006035,1.695163369178772,,,,,,
100,-4.694704166216355,-4.694704166216355,-4.694704166216355,-4.689677550408706,-25.13307903825525,-4.689677550408704,-25.13307903825525,-0.0038139688282778175,-0.0038139688282778175,1.3975328093483335,0.0031641136915173513,0.03050867554598621,3.662226134822482,0.8378333569992156,-0.00241879397071898,1.3624012470245361,,,,,,
101,-4.799774297765001,-4.7997742977650075,-4.7997742977650075,-4.794726087961121,-25.24104901942875,-4.794726087961123,-25.24104901942875,0.007075349051526494,0.007075349051526494,1.432744767855514,0.0031219177141214127,0.024258700284090908,3.3486542137424378,0.3549237363040447,0.12393520772457123,1.4595448970794678,,,,,,
102,-4.6815077152148925,-4.681507715214901,-4.681507715214901,-4.675170441486875,-31.68636864012127,-4.675170441486883,-31.68636864012127,-0.00334934509803795,-0.00334934509803795,1.427659841423685,0.002782996069237759,0.025731819988736374,3.706037159670483,0.789378703317859,0.22561775147914886,1.339996576309204,,,,,,
103,-4.648612641805767,-4.648612641805771,-4.648612641805771,-4.643207323004591,-27.02659400590307,-4.643207323004602,-27.02659400590307,-0.001147135454547507,-0.001147135454547507,1.424061225896532,0.002597170900778358,0.024120520969683475,3.155082355846058,0.7736543630334464,-0.06583572179079056,1.3128290176391602,,,,,,
104,-4.849792230017557,-4.849792230017557,-4.849792230017557,-4.844035114910947,-28.78557553305047,-4.8440351149109375,-28.78557553305047,-0.003901833303891842,-0.003901833303891842,1.4445066851648418,0.002505245687478402,0.020648633436807853,3.832714316519824,0.8303306810557842,-0.0765346959233284,1.5021336078643799,,,,,,
105,-4.909136300519665,-4.9091363005196715,-4.9091363005196715,-4.903607378809488,-27.64460855090839,-4.903607378809497,-27.64460855090839,-0.0036316917817616327,-0.0036316917817616327,1.4417184726758436,0.00280515764064727,0.026445753671313552,4.374130204319954,0.774575565348972,-0.15090519189834595,1.3864747285842896,,,,,,
106,-4.941191391612095,-4.941191391612087,-4.941191391612087,-4.936500422201767,-23.45484705159249,-4.936500422201775,-23.45484705159249,-0.0027956480017482218,-0.0027956480017482218,1.449588038704612,0.003575341408081427,0.026527481886494734,3.372224834832278,0.834240944209424,0.008181782439351082,1.2636388540267944,,,,,,
107,-4.880005716969424,-4.880005716969419,-4.880005716969419,-4.8756067630540185,-21.99476957701338,-4.875606763054012,-21.99476957701338,0.0010568256467867404,0.0010568256467867404,1.4045047001994175,0.003243457648078101,0.019237136286075995,4.078772408806759,0.809330786699834,0.12581239640712738,1.3225932121276855,,,,,,
108,-4.594182937200625,-4.594182937200619,-4.594182937200619,-4.588534883897817,-28.240266514012102,-4.588534883897811,-28.240266514012102,-0.0030634333895498207,-0.0030634333895498207,1.4085728390650316,0.002937259292676489,0.023122159089490942,4.353467184034261,0.7509618096730926,-0.09637077897787094,1.455506682395935,,,,,,
109,-4.578463401534763,-4.578463401534775,-4.578463401534775,-4.572872317223502,-27.955421556353553,-4.572872317223513,-27.955421556353553,-0.0032526623769874937,-0.0032526623769874937,1.3619062947955998,0.003189633716829121,0.02866278365201486,4.7976218963211235,0.7376645342870192,0.12338174134492874,1.4676443338394165,,,,,,
110,-4.707054435610147,-4.707054435610157,-4.707054435610157,-4.700993508457644,-30.304635762569205,-4.700993508457653,-30.304635762569205,-0.0037361744602787354,-0.0037361744602787354,1.3605310860134305,0.004013880237402017,0.04247581851779528,3.6949822931062606,0.8054116414416403,0.12167800217866898,1.3332338333129883,,,,,,
